uid,group,total_spent
1000446,A,0
1002977,A,27.452108573064816
1000503,A,0
1027523,B,0
1011851,B,0
1027390,B,0
1016782,B,0
1002630,A,0
1022134,B,0
1008673,A,0
1011438,B,0
1009211,A,0
1027275,B,0
1010143,B,0
1000407,A,0
1016510,B,0
1021238,B,13.42
1014249,A,0
1014549,B,0
1018781,B,0
1027145,A,0
1030079,A,0
1020515,B,0
1000778,B,0
1021284,B,0
1010709,A,0
1000460,B,0
1021427,B,0
1015056,A,24.12
1029803,A,0
1027704,B,0
1029306,A,0
1020081,A,0
1009796,B,0
1002737,B,0
1008548,B,0
1001263,A,0
1020871,A,0
1011115,A,0
1001924,B,0
1013726,A,0
1001378,A,0
1017859,B,0
1029004,B,0
1016997,A,0
1005903,A,0
1003239,A,0
1020043,A,0
1017051,A,0
1027564,B,0
1026009,B,0
1012952,A,0
1026792,A,0
1019657,A,0
1015401,A,0
1014576,B,0
1028010,B,0
1004693,A,0
1002095,A,0
1023699,A,0
1021962,A,0
1002318,A,0
1029281,B,31.93
1020688,A,0
1029210,A,0
1022658,B,0
1012179,B,0
1003691,A,0
1029607,A,0
1019482,B,0
1013776,A,0
1019744,B,0
1024885,B,0
1012287,B,0
1018970,A,142.11
1023016,B,0
1025508,B,0
1015117,A,0
1011370,A,0
1008933,A,0
1001905,A,0
1012476,B,0
1012631,A,0
1024495,B,0
1011817,A,47.49
1012392,B,0
1008825,B,0
1019397,B,0
1005910,B,0
1000424,B,0
1007596,B,0
1029193,B,0
1026743,B,0
1026418,A,0
1003969,A,0
1001037,B,879.0999999999999
1026476,A,0
1012407,A,31.64
1025567,B,0
1029541,A,0
1019964,B,0
1000163,B,0
1019329,B,0
1020839,A,0
1007568,A,0
1008654,A,0
1012891,B,0
1020719,A,0
1013800,B,0
1019082,B,0
1014941,B,0
1013629,A,0
1003303,B,0
1002895,B,0
1019644,A,0
1018578,B,0
1026931,A,0
1011222,A,0
1001745,B,0
1025455,B,0
1000863,A,45.91
1000162,A,52.92
1029307,A,0
1017496,B,0
1022315,B,0
1023468,A,0
1015822,B,0
1011727,A,0
1010353,B,0
1003582,B,0
1029506,B,0
1003775,A,0
1010592,A,0
1018940,A,0
1008396,A,0
1016631,A,0
1011604,A,0
1004825,A,0
1010311,A,0
1010595,A,0
1017969,B,0
1022179,B,0
1009323,A,0
1012796,A,0
1007416,B,0
1008032,A,0
1015838,B,0
1005100,B,71.97
1023785,A,0
1028212,B,69.93
1013394,A,0
1004170,A,0
1029927,B,0
1016779,A,0
1003714,B,0
1016902,A,0
1000327,A,0
1003236,B,0
1022626,B,0
1029529,A,0
1010980,B,17.74
1004610,B,0
1007392,B,0
1003215,A,0
1008811,B,0
1022990,A,0
1012561,A,0
1019326,A,0
1026473,B,0
1008884,B,0
1012892,A,0
1003131,B,0
1001900,A,0
1028944,B,0
1004854,B,0
1002670,B,0
1007046,A,0
1029027,A,0
1029285,A,0
1021544,B,0
1017085,A,0
1014483,A,0
1006550,A,0
1001245,B,0
1000418,B,0
1012357,B,0
1020307,A,0
1016758,B,0
1012620,A,0
1023382,A,0
1012623,A,0
1021234,B,0
1021439,B,0
1016271,B,39.76
1008459,A,0
1029209,A,0
1014184,A,0
1033195,A,0
1041681,A,0
1034687,B,0
1030453,A,0
1035618,B,0
1042000,B,0
1033531,A,0
1041632,A,0
1039308,B,0
1038817,B,0
1046711,A,0
1037557,B,0
1042160,A,0
1039800,B,0
1034897,B,0
1049487,B,0
1041282,B,0
1047922,B,0
1030335,A,0
1033371,B,0
1049366,B,0
1045236,B,0
1044294,B,0
1039806,A,0
1049270,A,0
1030255,B,0
1030204,B,0
1048033,B,0
1046968,A,0
1045155,B,0
1032919,B,0
1035562,B,0
1033621,A,0
1041827,A,0
1049790,B,0
1047764,A,0
1044576,A,0
1046677,A,0
1045427,B,0
1049884,A,0
1047475,B,0
1039599,B,0
1038229,A,0
1037037,B,0
1047110,B,0
1045459,B,0
1031379,B,0
1049717,A,0
1042380,A,0
1038641,B,0
1037244,B,0
1031392,B,0
1039849,B,0
1032399,A,0
1036742,A,0
1032349,A,0
1031548,B,0
1045961,B,0
1039215,B,0
1037447,A,0
1040307,A,0
1048779,B,0
1030219,B,0
1048821,A,0
1043250,A,0
1035816,B,0
1045609,B,0
1037414,A,0
1037296,A,243.56280906854295
1033667,B,0
1039739,B,0
1035288,A,0
1033683,B,0
1041638,A,0
1043404,A,0
1032525,A,0
1033466,A,0
1043826,A,0
1047517,A,0
1035122,A,0
1034495,B,0
1043880,B,0
1042693,A,0
1040352,B,0
1047935,A,0
1037836,B,0
1043272,A,0
1041238,B,0
1033779,A,0
1037682,A,0
1046552,B,0
1032095,A,0
1049290,B,0
1034927,B,0
1032279,B,0
1048346,A,0
1037554,B,0
1036935,B,0
1040472,B,0
1049029,A,0
1034714,A,0
1044625,A,16.07
1048031,A,0
1034002,B,0
1044967,A,0
1039977,A,0
1044626,A,0
1043003,A,0
1048624,B,14.37
1039159,A,0
1037822,A,0
1035916,B,49.41
1034151,A,0
1049299,B,0
1032601,B,0
1049465,A,0
1043917,B,0
1044552,A,0
1042941,B,0
1042243,A,0
1049807,B,0
1031629,A,0
1042490,A,0
1038677,A,0
1032942,B,0
1045218,A,0
1033611,A,0
1045275,B,0
1035050,B,0
1039734,B,0
1030812,A,0
1042915,B,97.38
1037561,B,0
1036064,A,0
1034293,A,0
1045399,B,17.45
1045041,A,0
1030156,A,0
1043681,B,0
1033617,B,0
1034483,B,0
1032225,A,0
1048557,A,34.45
1038970,A,0
1034588,B,0
1033565,B,0
1040267,A,74.24
1035223,A,0
1040907,A,0
1039847,B,0
1030928,B,0
1034386,B,0
1034320,B,0
1038432,B,0
1034332,A,0
1038380,A,94.05
1030961,A,0
1036081,A,0
1038461,B,0
1046984,B,0
1049711,B,0
1044429,B,0
1037290,B,0
1040002,A,0
1034891,B,0
1037862,A,0
1048251,B,0
1039798,A,0
1045337,B,0
1044342,A,0
1037671,B,0
1049371,A,0
1031729,B,0
1042410,A,0
1042529,A,0
1044607,A,0
1044464,A,0
1046510,A,0
1034069,A,0
1037238,B,0
1049525,A,0
1038638,A,0
1035538,B,0
1045776,B,0
1037129,A,0
1030159,B,0
1030215,B,0
1036614,A,0
1048828,B,0
1045670,A,0
1048474,A,0
1038120,A,0
1037543,B,0
1044388,A,0
1043497,B,59.27
1036825,B,0
1036257,B,0
1046647,B,0
1042607,A,52.61
1038319,A,0
1034547,A,0
1031191,A,0
1030165,B,0
1038170,A,0
1044408,B,0
1043908,A,0
1040070,B,0
1045119,A,0
1031336,B,0
1031405,A,0
1046970,A,0
1044777,A,97.66
1045847,A,0
1032526,A,0
1049303,A,0
1037008,A,0
1040269,B,0
1039925,A,0
1030184,A,0
1046162,B,0
1043592,A,0
1043794,B,0
1048622,B,0
1047622,A,56.75
1031773,B,0
1047545,B,0
1035169,A,0
1048224,B,0
1030897,B,0
1048528,A,0
1038680,B,0
1035839,A,0
1031942,B,0
1035038,B,0
1033048,B,0
1047089,A,0
1037716,B,0
1048422,B,0
1042665,A,0
1038110,A,0
1048585,B,0
1035827,B,0
1037626,A,0
1037017,B,0
1043630,B,0
1046500,B,0
1030688,A,0
1038081,B,0
1044286,B,0
1043338,B,0
1030209,B,0
1042689,A,0
1035264,A,0
1037690,B,0
1041991,B,0
1036776,A,0
1048964,B,0
1048650,B,0
1042609,A,0
1034268,B,0
1041625,A,0
1037342,B,0
1043910,A,0
1033217,B,0
1030260,A,0
1043591,B,0
1034963,B,0
1036171,A,0
1040673,A,0
1035920,A,0
1047828,B,0
1038491,A,0
1030939,B,0
1030197,B,0
1036636,A,0
1037421,B,0
1031623,B,0
1040693,A,0
1044156,A,0
1046486,B,0
1030687,B,0
1045410,B,0
1044042,A,0
1030556,B,0
1046381,B,0
1038850,B,0
1045132,B,0
1031483,A,0
1039570,B,0
1038233,B,47.59
1047120,B,0
1049255,A,0
1047130,B,0
1036371,B,0
1038394,A,0
1049523,A,0
1048350,B,0
1037082,A,0
1044351,B,0
1038675,B,0
1043496,A,0
1043892,B,0
1032519,A,0
1047351,B,0
1041593,A,0
1038180,B,0
1038197,A,0
1034930,B,0
1034207,B,0
1030144,B,0
1039665,B,0
1034379,B,0
1033263,B,0
1047490,A,0
1032439,B,0
1039130,B,0
1033352,A,0
1034713,B,0
1049686,A,0
1032317,B,0
1037389,B,0
1044441,A,71.69
1043313,A,0
1047025,A,0
1047145,A,0
1033481,B,0
1036120,B,0
1044778,A,0
1048172,A,0
1041063,B,0
1037126,A,0
1030322,A,0
1046332,B,0
1031576,B,0
1043900,B,0
1042086,B,0
1040036,B,0
1044043,A,0
1032167,A,0
1047700,B,0
1049763,A,0
1046108,B,0
1049481,A,0
1047497,B,0
1046635,A,0
1049180,A,0
1036331,A,0
1030870,B,0
1044054,B,0
1043950,B,0
1047945,B,0
1039413,A,0
1042708,B,0
1036466,B,69.04
1049912,A,0
1039309,A,0
1048640,B,0
1034851,B,0
1042023,B,0
1038759,A,0
1038635,A,0
1037888,A,50.24
1047853,A,0
1049472,A,0
1038720,B,0
1045151,A,0
1030794,B,0
1038013,B,0
1030287,A,0
1039372,A,0
1030247,A,0
1044943,B,0
1041199,A,0
1042227,A,0
1039566,B,28.06
1036374,B,0
1040703,B,0
1044200,B,0
1030383,A,0
1030449,A,0
1036699,A,0
1035137,B,0
1047458,B,0
1045272,B,0
1039310,B,0
1030941,B,69.61
1037050,A,0
1039669,B,0
1035802,A,0
1041785,A,0
1032432,B,0
1046805,B,0
1039636,A,0
1032801,B,0
1048926,A,0
1031421,A,0
1041392,B,0
1032940,B,0
1035084,B,0
1045017,A,0
1044760,A,0
1038644,B,0
1046421,B,0
1049393,B,0
1042601,B,0
1045217,B,0
1047173,A,0
1041201,A,0
1036306,A,0
1044201,A,0
1038734,B,0
1031472,B,0
1030138,A,0
1044894,A,0
1041114,B,0
1030135,B,0
1033281,B,0
1031713,B,0
1040228,A,0
1033549,B,0
1034106,B,0
1036516,B,0
1037084,A,0
1044269,B,0
1030460,A,0
1038863,A,0
1038626,B,0
1048369,A,0
1038925,B,0
1034251,B,0
1037195,B,0
1049104,B,0
1035255,A,0
1037997,B,0
1045194,B,0
1043306,A,0
1034236,A,0
1038293,B,0
1040137,A,0
1039897,A,0
1031969,A,0
1047657,B,0
1045149,B,0
1039285,B,0
1045996,A,0
1039974,A,0
1038421,B,45.47
1038225,B,0
1049798,A,0
1041561,A,0
1047066,A,0
1034233,A,0
1030802,B,0
1030409,A,0
1040279,A,0
1030902,B,0
1039380,A,0
1046460,A,0
1037725,B,0
1031676,A,0
1043189,B,0
1034605,B,0
1032121,B,96.58518395609109
1049424,A,0
1042920,A,0
1039387,B,0
1031718,B,0
1030839,A,0
1045502,B,0
1043267,A,0
1033587,B,0
1048000,A,0
1034834,B,0
1037401,B,0
1033057,B,0
1037945,B,0
1033496,B,38.97
1032975,B,0
1045552,B,0
1032192,B,0
1039234,B,0
1037117,B,0
1039183,B,0
1037337,A,0
1031127,A,0
1035133,B,0
1047166,A,0
1047075,B,0
1049882,B,0
1044197,B,0
1033387,B,0
1035663,A,0
1038295,B,0
1049398,A,0
1031390,A,0
1040818,B,0
1038499,B,0
1046788,B,0
1042362,B,0
1042206,A,0
1038776,A,0
1045120,A,0
1031083,B,0
1042608,A,0
1040860,A,0
1047668,A,0
1046403,A,0
1030340,B,0
1032734,B,0
1048808,B,93.44
1034100,A,0
1038748,A,0
1038206,B,0
1035886,B,0
1048272,A,0
1049923,A,0
1041054,B,0
1036839,B,0
1031037,A,0
1043047,B,0
1038964,B,0
1047167,B,0
1044329,B,0
1037185,A,0
1047385,B,0
1043414,B,0
1049422,B,0
1041090,B,0
1035453,B,0
1044641,B,0
1042431,A,0
1046694,B,0
1048736,A,0
1045186,A,0
1038488,B,0
1041680,A,0
1037992,B,0
1043354,A,0
1036854,A,0
1036950,B,0
1041349,B,0
1033145,A,0
1044684,B,0
1030910,A,0
1046083,A,0
1038073,A,0
1049528,A,0
1045367,A,0
1037161,B,0
1046046,B,0
1041771,B,0
1047807,A,55.28
1041502,B,0
1034377,A,0
1039429,B,0
1042129,B,0
1042684,A,0
1034313,A,0
1038413,A,0
1041735,B,0
1048590,A,0
1042586,B,0
1048891,B,0
1045642,B,55.9
1031975,A,0
1047944,B,0
1043913,B,0
1037786,B,0
1041439,A,0
1042543,A,0
1045604,B,0
1038704,B,0
1036134,B,0
1038553,B,0
1032178,A,0
1042904,B,0
1031101,A,0
1030674,B,0
1039786,B,0
1043748,A,30.02
1046292,B,0
1038607,A,0
1031673,A,0
1038804,A,0
1034848,B,0
1036139,B,0
1036117,B,0
1049901,B,0
1032086,A,0
1031338,B,0
1032623,B,0
1049439,A,0
1048308,B,0
1032014,B,0
1033624,B,0
1036379,A,88.32
1048412,A,0
1036398,B,0
1033584,A,0
1037240,B,0
1049560,A,0
1038728,A,0
1034232,A,0
1045425,A,0
1035383,B,33.41
1042702,B,0
1033789,B,0
1032751,A,0
1048323,A,0
1038040,A,0
1049399,B,0
1044243,A,0
1048913,B,0
1046330,B,0
1045188,A,0
1036790,B,0
1039385,A,0
1030500,B,0
1033407,B,0
1038628,A,0
1042555,A,0
1044719,B,0
1049304,A,0
1030124,A,0
1037041,B,0
1048296,A,0
1048152,B,0
1031611,B,0
1032947,A,0
1038074,A,0
1038653,A,0
1047465,B,0
1037045,A,0
1048312,A,0
1030801,A,0
1036281,B,267.8
1036303,A,0
1033881,B,0
1042440,B,0
1041828,A,0
1039574,B,0
1033400,B,0
1030429,A,0
1042374,A,0
1039134,B,0
1041619,A,0
1045658,A,0
1030346,B,0
1044566,B,0
1037800,B,0
1040354,A,0
1035048,B,0
1035880,A,0
1045732,A,0
1031859,B,0
1037597,A,0
1036407,A,0
1040422,A,0
1030183,B,0
1046417,A,0
1047735,B,0
1048408,B,0
1030529,A,0
1038032,B,0
1032845,B,0
1046360,B,0
1035764,B,0
1048334,A,0
1037963,B,0
1033240,A,0
1032770,A,0
1030475,B,0
1041447,B,0
1041958,B,0
1032019,A,0
1036456,A,0
1032587,B,0
1035127,B,0
1047038,B,0
1041633,B,0
1039525,A,0
1048717,A,0
1032265,B,38.92
1031541,A,0
1037393,A,0
1048677,A,0
1048629,B,0
1048340,B,67.99
1036524,B,0
1030134,A,0
1034973,A,0
1047504,A,0
1039641,B,0
1045985,B,0
1046604,B,0
1034338,B,47.42
1031816,A,0
1030875,B,0
1044791,B,0
1032057,B,0
1038915,B,0
1042613,B,0
1039501,A,0
1049099,B,0
1044039,A,0
1031370,A,0
1047604,B,0
1040333,A,0
1044503,A,0
1030778,A,0
1031833,B,0
1044397,A,0
1040595,B,0
1046624,A,0
1045220,A,0
1044285,B,0
1046355,B,0
1031874,B,0
1032444,B,0
1043290,A,0
1032031,B,0
1032149,B,0
1046149,A,0
1032020,B,0
1038463,A,0
1049579,B,0
1046886,A,0
1049250,B,0
1030712,A,0
1032384,B,0
1041381,A,0
1034663,A,0
1046234,A,0
1049036,A,0
1040409,B,0
1048853,B,0
1032988,A,0
1040502,A,0
1031007,B,0
1045653,B,0
1039532,B,0
1047472,A,0
1040170,B,0
1043341,A,0
1032971,A,0
1043969,A,0
1038977,A,0
1031244,B,0
1037887,A,0
1035170,B,0
1041182,B,0
1036770,B,0
1039369,B,0
1034171,A,0
1030521,A,0
1035818,A,0
1045359,A,0
1033836,A,0
1037156,A,26.89
1048653,A,0
1031867,B,0
1046670,A,0
1033092,A,0
1037319,B,0
1038882,B,0
1043800,A,0
1046590,B,0
1037063,B,0
1032532,B,0
1041782,A,0
1038399,A,0
1048348,A,0
1040524,B,0
1032880,A,0
1036548,B,0
1035439,B,0
1035873,A,0
1039628,A,0
1032112,A,0
1032394,A,0
1030228,B,0
1036244,A,0
1039026,B,0
1047607,A,0
1035698,B,0
1046713,A,0
1041540,B,0
1031847,B,0
1039242,A,0
1041849,A,0
1046819,A,0
1034706,B,0
1040922,A,0
1047567,B,0
1033218,A,0
1035492,A,0
1047321,B,0
1042301,B,0
1044559,A,0
1045802,A,0
1041426,A,0
1049744,A,0
1045344,A,0
1044848,B,0
1037753,A,0
1035189,A,0
1034448,A,0
1037177,B,0
1040583,B,0
1041838,A,132.63953776455986
1036586,B,0
1032210,A,0
1039664,B,0
1045582,B,0
1042035,A,0
1032835,B,0
1030756,A,0
1045733,B,0
1043558,B,0
1049540,B,0
1042946,B,0
1036118,B,0
1033690,A,0
1042442,B,0
1031748,A,0
1036732,A,0
1046362,A,0
1045593,B,0
1033421,B,0
1037661,A,0
1048641,A,0
1045751,B,0
1048541,B,375.8
1033300,B,0
1036882,A,0
1047239,B,0
1043640,B,0
1044496,A,0
1034333,B,0
1030562,B,0
1036814,A,0
1049662,B,0
1042312,B,0
1042651,A,0
1033279,A,0
1031446,A,0
1045365,A,0
1045222,A,0
1031837,B,0
1033833,B,0
1046716,A,0
1048917,A,0
1045955,B,0
1044945,A,0
1037190,B,0
1040180,B,0
1043663,B,0
1042995,B,0
1044679,B,0
1042784,A,0
1033395,B,0
1046832,A,0
1045873,B,0
1032973,A,0
1036154,A,0
1048667,A,0
1037849,A,0
1043174,B,0
1042839,B,0
1031566,B,0
1039471,A,0
1047698,A,0
1037684,A,0
1043679,B,0
1040140,B,0
1037385,A,106.92
1042557,A,0
1032738,B,0
1047830,A,0
1037122,B,0
1040698,A,0
1031321,A,0
1047718,A,0
1032970,B,0
1030403,A,0
1046178,A,0
1038573,A,0
1047144,B,0
1043130,B,0
1046147,A,0
1044409,A,0
1035806,B,0
1048759,A,0
1046520,B,0
1041999,B,0
1031163,A,0
1046734,A,0
1044457,A,0
1042960,A,0
1042902,A,0
1035649,B,0
1038986,B,51.17
1034961,A,0
1042906,A,0
1030424,A,0
1031716,B,0
1046317,B,0
1041490,B,0
1034015,A,0
1046378,A,0
1033783,B,0
1034095,A,0
1036847,A,0
1035074,A,0
1034569,A,0
1032736,B,0
1046243,A,62.18
1037784,B,0
1043744,B,0
1045948,A,0
1041789,A,0
1043280,A,0
1048359,B,0
1043595,B,0
1031997,A,0
1046979,A,0
1037394,B,0
1039504,A,0
1046704,B,0
1032607,B,0
1038119,A,60.83
1039929,A,0
1033877,A,0
1040413,B,0
1039973,B,0
1045560,A,0
1032340,A,0
1032325,B,0
1049958,B,0
1040063,A,0
1035055,A,0
1030698,A,0
1048193,A,0
1048107,B,0
1039748,B,0
1035789,B,0
1035118,A,0
1034866,B,0
1046568,A,0
1040096,B,0
1037649,A,0
1038971,B,0
1043257,B,0
1034411,B,0
1031154,B,0
1032882,A,0
1037087,B,0
1037293,B,0
1045053,B,0
1032544,A,0
1036129,B,0
1033034,A,0
1035085,A,0
1046357,B,0
1030579,B,0
1033076,A,0
1043686,A,0
1046228,B,0
1045420,B,0
1042322,A,46.82
1033343,B,0
1041419,A,0
1030250,A,18.47
1032647,B,0
1040459,B,0
1037071,B,0
1033686,B,0
1045109,B,0
1046264,B,109.6
1045976,B,0
1040747,A,48.36
1041902,B,0
1046346,A,0
1035355,B,0
1035202,A,116.01
1042172,A,0
1049819,A,25.9
1037522,A,0
1032568,B,0
1044926,A,0
1035639,B,0
1034199,B,0
1043481,A,0
1036345,B,0
1031726,A,0
1039255,A,0
1034544,B,0
1035550,B,0
1040167,A,0
1040844,A,161.8
1036045,B,0
1042822,B,0
1038316,A,0
1046250,A,0
1031091,A,0
1040662,B,0
1034040,B,0
1040418,A,0
1047231,B,0
1037229,B,0
1043273,B,0
1043473,B,0
1033716,A,0
1031772,B,0
1038372,B,0
1039649,A,0
1032335,A,0
1049484,A,0
1049411,A,0
1045767,A,0
1040999,B,0
1030976,B,0
1040075,A,0
1048566,B,0
1038692,B,0
1032113,A,0
1045999,A,0
1042153,A,0
1033313,A,0
1048274,A,0
1044766,A,0
1039609,A,0
1047780,A,89.07
1032927,A,62.82
1037286,A,0
1040399,A,0
1043955,B,0
1049203,A,0
1037103,B,0
1040566,A,0
1034007,B,0
1031802,A,0
1042127,B,0
1040199,B,0
1042331,B,0
1043365,A,0
1045101,A,0
1041371,B,0
1040328,B,0
1048701,B,0
1035636,B,0
1044914,A,0
1038515,B,0
1046846,A,0
1044208,A,0
1032673,B,0
1036076,B,0
1040027,B,0
1040169,B,0
1046431,B,52.48
1030684,A,0
1039660,B,0
1037960,B,0
1045056,A,0
1034432,B,0
1034344,B,0
1046818,B,0
1035047,A,54.01
1043095,B,0
1042964,B,0
1037858,B,0
1043864,B,0
1040521,B,0
1032041,A,0
1036972,B,0
1031412,A,22.39
1044061,A,0
1041590,A,0
1040867,A,0
1044782,B,0
1047929,A,0
1047391,A,0
1034481,B,0
1042166,B,0
1040987,A,0
1040598,A,0
1032929,B,0
1032695,A,0
1047392,B,0
1037504,A,0
1038856,B,0
1033629,A,0
1030470,A,72.83
1045447,A,0
1047785,B,24.89
1039402,A,0
1042694,B,0
1045086,A,0
1035508,B,48.31
1049915,B,0
1046253,B,0
1045276,A,0
1049757,A,0
1041750,B,0
1035766,B,0
1042812,B,0
1046081,A,0
1035837,B,20.65
1039521,A,0
1030221,A,0
1047634,B,0
1041848,B,0
1042522,B,0
1042590,B,0
1038015,B,0
1045875,A,0
1031482,B,0
1034880,B,0
1031035,A,0
1043024,A,0
1038937,B,0
1033724,B,0
1048383,B,0
1041558,B,0
1041861,B,0
1042987,B,0
1047182,B,0
1033604,A,147.00012658717688
1041160,A,0
1049064,A,0
1038449,A,0
1044661,A,0
1032902,B,0
1044453,B,0
1042558,B,0
1030390,A,0
1038209,B,0
1034794,B,0
1047263,B,34.96
1035421,B,0
1042117,A,0
1040356,B,0
1043415,A,0
1044382,A,0
1045016,B,48.65
1039561,A,0
1033018,A,0
1038657,B,0
1032254,A,156.76
1045686,A,0
1043840,B,0
1042638,B,0
1045237,A,0
1032590,B,0
1038247,A,0
1040443,B,0
1033966,A,0
1046675,A,0
1035087,B,0
1033431,B,0
1033625,B,0
1044774,A,0
1036669,A,0
1036463,A,0
1033388,B,0
1047869,A,0
1035706,A,0
1036392,A,0
1043532,B,0
1039025,A,0
1047050,B,0
1032330,B,35.83
1046347,A,0
1033694,A,0
1043260,B,0
1041406,A,0
1037132,A,0
1030789,B,0
1035440,A,0
1047039,A,0
1048957,A,0
1045402,B,0
1038648,B,0
1032911,B,0
1040695,A,0
1041004,B,0
1047464,B,45.17
1032635,A,0
1047818,B,0
1043437,B,0
1034439,B,0
1035970,A,0
1035907,A,0
1047028,A,0
1031066,A,0
1034213,B,0
1033691,B,0
1049643,B,0
1049204,A,0
1032637,A,0
1047494,B,0
1035205,B,0
1039460,B,0
1049535,B,0
1033157,A,0
1030867,B,0
1045816,B,0
1031076,A,0
1040899,B,0
1046462,B,0
1036572,A,0
1031168,B,0
1044327,A,0
1037283,B,0
1040087,B,0
1045526,A,0
1038960,A,0
1032119,B,0
1047085,B,0
1047799,A,0
1036109,B,0
1049851,A,0
1039866,B,0
1032952,A,0
1049732,A,0
1030325,A,0
1042635,B,0
1031006,B,0
1030752,B,0
1043885,B,0
1047256,A,0
1041314,A,0
1043879,A,0
1032170,A,0
1037056,B,0
1048611,B,0
1036926,A,0
1039300,A,0
1042719,B,0
1045834,A,0
1047859,B,0
1042280,A,0
1042880,A,0
1043602,B,0
1037410,A,0
1047305,B,0
1045283,A,0
1037775,B,0
1041983,B,0
1034734,A,0
1035630,A,0
1048730,B,0
1045662,A,0
1041417,A,0
1036275,A,0
1033372,A,0
1036683,B,0
1039883,A,0
1031172,A,0
1045142,B,0
1031243,A,0
1036324,B,0
1040750,B,0
1047306,B,0
1039735,B,0
1039984,B,0
1038330,A,0
1042315,B,0
1047150,B,0
1048335,B,0
1033681,A,0
1040554,A,0
1049192,A,0
1045616,B,0
1034282,A,0
1032043,B,0
1038301,B,0
1034088,A,0
1048623,A,0
1031173,A,0
1047747,A,0
1037362,B,0
1037143,A,0
1043072,A,0
1032227,A,0
1032721,B,0
1045127,B,0
1031510,A,0
1037052,B,0
1030272,B,0
1032268,A,0
1031717,B,0
1044446,A,0
1036628,B,0
1043470,B,45.72
1039707,B,0
1046557,B,0
1040320,B,0
1041456,A,0
1043703,B,0
1031904,B,0
1043549,B,0
1037057,B,0
1035520,A,0
1033319,B,0
1048127,B,0
1035571,B,0
1037566,A,0
1036698,B,0
1031664,B,0
1033709,A,0
1043367,B,0
1042365,B,0
1043622,A,0
1040649,B,0
1045594,B,0
1035100,A,0
1036040,A,0
1040745,B,0
1048513,A,0
1049214,A,0
1035429,A,0
1031776,A,0
1047339,A,0
1045817,B,0
1044223,A,0
1039621,B,0
1049781,A,0
1034888,A,0
1044510,B,0
1046985,B,0
1047889,B,0
1039711,B,0
1038963,B,0
1040949,A,0
1046965,A,0
1039276,B,0
1036089,B,0
1030936,A,0
1042865,A,0
1042551,A,0
1031756,B,10.75
1038778,B,0
1037454,B,0
1046084,B,0
1047662,B,0
1033203,A,0
1041171,A,0
1049475,B,0
1046591,A,0
1047761,A,0
1043410,A,0
1048458,A,0
1042144,B,0
1044892,B,0
1040939,B,0
1046468,B,0
1035974,B,0
1030550,B,0
1035040,A,0
1035422,B,0
1048002,A,0
1030944,B,0
1039155,A,0
1035556,A,0
1034033,A,0
1047726,B,0
1033847,A,0
1040772,A,0
1036821,A,0
1039302,A,0
1040936,B,0
1036483,A,0
1041577,B,0
1035927,A,0
1031621,A,0
1046206,B,0
1049663,B,0
1034944,A,0
1040739,B,0
1044998,B,0
1048745,A,0
1038078,A,0
1032482,A,0
1036246,B,0
1031821,A,0
1033063,A,0
1032350,B,0
1040515,A,0
1046066,A,0
1035851,B,0
1039846,A,0
1031193,B,0
1049515,B,0
1049037,A,0
1041437,A,0
1046721,A,0
1046863,A,0
1043714,A,0
1031447,A,0
1042559,A,0
1045182,A,0
1046110,B,0
1041472,A,0
1031487,B,0
1030194,B,0
1037644,A,0
1036784,B,0
1047401,A,0
1036939,B,0
1044219,B,0
1038896,B,0
1034203,B,0
1046658,A,0
1030477,B,0
1036004,B,0
1044310,B,0
1040275,B,0
1043619,B,0
1049345,B,0
1046548,B,0
1041210,A,151.3
1031081,A,0
1049508,A,0
1043958,B,0
1045201,B,0
1040181,A,0
1045627,A,0
1041283,A,0
1048336,B,0
1045042,B,0
1048384,B,0
1047531,A,0
1032047,B,0
1032038,A,0
1042484,A,0
1042691,A,0
1038868,A,0
1032824,A,0
1044163,B,0
1046974,A,0
1037891,B,0
1045378,A,0
1047569,B,0
1046342,A,0
1042249,B,0
1031018,A,0
1038723,A,0
1045326,A,0
1044015,B,0
1034158,A,0
1042864,A,63.35
1045869,B,0
1037827,B,0
1042282,B,0
1037388,B,0
1044298,B,0
1034654,A,0
1047096,A,45.39
1044221,B,0
1045659,A,0
1046098,A,0
1034350,A,0
1041091,B,0
1035017,A,0
1032042,A,0
1035670,A,0
1033020,B,0
1038090,A,0
1043867,A,0
1040477,A,0
1041788,B,0
1048275,B,0
1045949,A,0
1030110,B,0
1044652,A,0
1034936,A,0
1045570,A,0
1047243,B,0
1033255,B,0
1045907,B,0
1039700,A,0
1036343,A,0
1039920,A,0
1031518,A,0
1037605,B,0
1039451,B,0
1034127,B,0
1033660,B,0
1036620,B,0
1036541,A,0
1044238,A,109.89
1043335,B,0
1042114,A,0
1034677,A,0
1030842,B,0
1044586,A,0
1038980,B,0
1032807,B,0
1049059,A,0
1047806,A,0
1043223,A,0
1036179,A,0
1037384,B,0
1032071,B,0
1032503,A,0
1048249,B,0
1037744,A,0
1046006,B,0
1040226,A,0
1046341,B,0
1046939,A,0
1041630,B,0
1044697,B,0
1045309,A,0
1034617,A,0
1037214,A,0
1042104,B,0
1032781,A,0
1045010,A,0
1033487,B,87.36
1031148,A,0
1042620,B,0
1030161,B,0
1035958,A,0
1047933,B,0
1030727,A,0
1049635,A,0
